Corn leaf blight 0.0053 9 6 405 407
Tomato leaf yellow virus 0.0036 298 -1 320 43
Tomato leaf yellow virus 0.0036 166 115 176 144
Tomato leaf yellow virus 0.0036 115 321 134 356
Tomato leaf yellow virus 0.0036 263 80 275 105
Tomato leaf yellow virus 0.0036 117 177 132 199
Tomato leaf yellow virus 0.0036 90 221 111 264
Tomato leaf yellow virus 0.0036 28 180 47 211
Tomato leaf yellow virus 0.0036 187 96 203 151
Tomato leaf yellow virus 0.0036 60 204 76 221
Tomato leaf yellow virus 0.0035 217 90 234 128
Tomato leaf yellow virus 0.0035 76 201 92 219
Tomato leaf yellow virus 0.0035 173 182 184 207
Tomato leaf yellow virus 0.0035 226 66 244 100
Tomato leaf yellow virus 0.0035 96 330 115 368
Tomato leaf yellow virus 0.0035 104 212 138 282
Tomato leaf yellow virus 0.0035 212 198 225 223
Tomato leaf yellow virus 0.0035 388 131 408 148
Tomato leaf yellow virus 0.0034 78 143 91 166
Tomato leaf yellow virus 0.0034 269 95 279 119
Tomato leaf yellow virus 0.0034 348 102 380 130
Tomato leaf yellow virus 0.0034 0 292 5 322
Tomato leaf yellow virus 0.0034 39 253 79 284
Tomato leaf yellow virus 0.0034 215 190 237 232
Tomato leaf yellow virus 0.0034 92 128 106 149
Tomato leaf yellow virus 0.0034 186 171 207 204
Tomato leaf yellow virus 0.0034 245 156 255 185
Tomato leaf yellow virus 0.0034 184 26 203 79
Tomato leaf yellow virus 0.0034 252 132 269 145
Tomato leaf yellow virus 0.0033 51 174 94 255
Tomato leaf yellow virus 0.0033 231 121 242 142
Tomato leaf yellow virus 0.0033 411 99 415 133
Tomato leaf yellow virus 0.0033 62 176 76 197
Tomato leaf yellow virus 0.0033 276 71 294 112
Tomato leaf yellow virus 0.0033 21 409 52 416
Tomato leaf yellow virus 0.0033 2 186 23 204
Tomato leaf yellow virus 0.0033 350 97 362 119
Tomato leaf yellow virus 0.0033 195 261 214 303
Tomato leaf yellow virus 0.0033 56 220 79 233
Tomato leaf yellow virus 0.0033 307 161 323 181
Tomato leaf yellow virus 0.0033 265 50 283 101
Tomato leaf yellow virus 0.0033 236 128 249 150
Tomato leaf yellow virus 0.0033 236 136 249 157
Tomato leaf yellow virus 0.0033 137 396 157 414
Tomato leaf yellow virus 0.0032 141 111 153 135
Tomato leaf yellow virus 0.0032 0 234 21 269
Tomato leaf yellow virus 0.0032 141 104 152 127
Tomato leaf yellow virus 0.0032 246 48 259 72
Tomato leaf yellow virus 0.0032 226 196 246 212
Tomato leaf yellow virus 0.0032 240 77 259 109
Tomato leaf yellow virus 0.0032 35 153 53 172
Tomato leaf yellow virus 0.0032 174 258 190 278
Tomato leaf yellow virus 0.0032 1 250 21 268
Tomato leaf yellow virus 0.0032 29 152 46 173
Tomato leaf yellow virus 0.0032 103 143 115 167
Tomato leaf yellow virus 0.0032 294 247 316 299
Tomato leaf yellow virus 0.0031 127 112 137 135
Tomato leaf yellow virus 0.0031 230 269 243 294
Tomato leaf yellow virus 0.0031 309 98 321 116
Tomato leaf yellow virus 0.0031 190 177 203 198
Tomato leaf yellow virus 0.0031 254 192 267 215
Tomato leaf yellow virus 0.0031 294 135 305 157
Tomato leaf yellow virus 0.0031 221 248 235 269
Tomato leaf yellow virus 0.0031 257 205 277 251
Tomato leaf yellow virus 0.0031 118 153 133 173
Tomato leaf yellow virus 0.0031 396 121 413 142
Tomato leaf yellow virus 0.0031 123 147 140 164
Tomato leaf yellow virus 0.0031 239 65 252 85
Tomato leaf yellow virus 0.0031 76 191 90 215
Tomato leaf yellow virus 0.0030 294 89 305 110
Tomato leaf yellow virus 0.0030 164 54 195 151
Tomato leaf yellow virus 0.0030 352 130 376 169
Tomato leaf yellow virus 0.0030 52 211 69 229
Tomato leaf yellow virus 0.0030 210 81 228 116
Tomato leaf yellow virus 0.0030 120 141 142 172
Tomato leaf yellow virus 0.0030 104 166 136 263
Tomato leaf yellow virus 0.0030 210 45 229 88
Tomato leaf yellow virus 0.0030 116 120 130 143
Tomato leaf yellow virus 0.0030 78 134 91 159
Tomato leaf yellow virus 0.0030 0 248 11 287
Tomato leaf yellow virus 0.0030 240 57 252 78
Tomato leaf yellow virus 0.0030 230 37 240 65
Tomato leaf yellow virus 0.0030 21 157 33 182
Tomato leaf yellow virus 0.0029 13 148 30 191
Tomato leaf yellow virus 0.0029 226 158 260 197
Tomato leaf yellow virus 0.0029 252 124 268 140
Tomato leaf yellow virus 0.0029 370 122 389 158
Tomato leaf yellow virus 0.0029 2 398 19 415
Tomato leaf yellow virus 0.0029 273 387 295 416
Tomato leaf yellow virus 0.0029 20 209 35 230
Tomato leaf yellow virus 0.0029 272 14 291 57
Tomato leaf yellow virus 0.0029 137 69 156 113
Tomato leaf yellow virus 0.0029 53 186 66 206
Tomato leaf yellow virus 0.0029 293 345 308 364
Tomato leaf yellow virus 0.0029 178 271 192 296
Tomato leaf yellow virus 0.0029 62 167 77 190
Tomato leaf yellow virus 0.0029 110 97 133 135
Tomato leaf yellow virus 0.0028 115 110 152 195
Tomato leaf yellow virus 0.0028 302 79 312 104
Tomato leaf yellow virus 0.0028 42 159 59 197
Tomato leaf yellow virus 0.0028 98 127 117 168
Tomato leaf yellow virus 0.0028 93 175 106 197
Tomato leaf yellow virus 0.0028 163 285 196 309
Tomato leaf yellow virus 0.0028 129 137 150 175
Tomato leaf yellow virus 0.0028 333 143 364 215
Tomato leaf yellow virus 0.0028 149 16 184 94
Tomato leaf yellow virus 0.0028 373 131 387 151
Tomato leaf yellow virus 0.0028 142 121 154 141
Tomato leaf yellow virus 0.0027 220 247 238 289
Tomato leaf yellow virus 0.0027 33 156 55 200
Tomato leaf yellow virus 0.0027 142 129 153 151
Tomato leaf yellow virus 0.0027 145 183 167 219
Tomato leaf yellow virus 0.0027 1 266 22 281
Tomato leaf yellow virus 0.0027 288 72 300 95
Tomato leaf yellow virus 0.0027 71 112 135 163
Tomato leaf yellow virus 0.0027 17 245 36 262
Tomato leaf yellow virus 0.0027 10 245 30 262
Tomato leaf yellow virus 0.0027 90 214 122 279
Tomato leaf yellow virus 0.0027 134 218 148 237
Tomato leaf yellow virus 0.0027 108 152 120 174
Tomato leaf yellow virus 0.0027 342 104 354 125
Tomato leaf yellow virus 0.0026 155 316 173 332
Tomato leaf yellow virus 0.0026 235 37 255 81
Tomato leaf yellow virus 0.0026 69 192 86 214
Tomato leaf yellow virus 0.0026 29 407 58 415
Tomato leaf yellow virus 0.0026 197 195 229 229
Tomato leaf yellow virus 0.0026 224 262 235 289
Tomato leaf yellow virus 0.0026 236 168 254 203
Tomato leaf yellow virus 0.0026 243 33 259 54
Tomato leaf yellow virus 0.0026 282 121 302 170
Tomato leaf yellow virus 0.0026 262 64 274 85
Tomato leaf yellow virus 0.0026 389 122 406 141
Tomato leaf yellow virus 0.0026 268 252 285 297
Tomato leaf yellow virus 0.0026 391 96 415 138
Tomato leaf yellow virus 0.0026 187 193 206 243
Tomato leaf yellow virus 0.0026 290 339 311 369
Tomato leaf yellow virus 0.0025 285 182 314 282
Tomato leaf yellow virus 0.0025 103 252 164 296
Tomato leaf yellow virus 0.0025 265 158 328 216
Tomato leaf yellow virus 0.0025 112 182 122 207
Tomato leaf yellow virus 0.0025 232 190 252 218
Tomato leaf yellow virus 0.0025 71 410 97 416
Tomato leaf yellow virus 0.0025 228 260 246 277
Tomato leaf yellow virus 0.0025 238 166 250 190
Tomato leaf yellow virus 0.0025 150 175 164 197
Tomato leaf yellow virus 0.0025 289 220 311 269
Tomato leaf yellow virus 0.0025 302 113 314 134
Tomato leaf yellow virus 0.0025 374 119 385 141
Tomato leaf yellow virus 0.0025 146 314 166 350
Tomato leaf yellow virus 0.0025 169 72 190 108
Tomato leaf yellow virus 0.0025 160 136 170 159
Tomato leaf yellow virus 0.0025 -2 260 43 288
Tomato leaf yellow virus 0.0024 85 152 98 175
Tomato leaf yellow virus 0.0024 56 268 77 285
Tomato leaf yellow virus 0.0024 0 281 9 333
Tomato leaf yellow virus 0.0024 172 146 203 179
Tomato leaf yellow virus 0.0024 352 75 372 122
Tomato leaf yellow virus 0.0024 52 204 67 221
Tomato leaf yellow virus 0.0024 109 107 124 126
Tomato leaf yellow virus 0.0024 63 361 85 397
Tomato leaf yellow virus 0.0024 157 152 169 173
Tomato leaf yellow virus 0.0024 221 98 232 120
Tomato leaf yellow virus 0.0024 148 314 163 333
Tomato leaf yellow virus 0.0024 210 89 244 151
Tomato leaf yellow virus 0.0024 230 82 242 101
Tomato leaf yellow virus 0.0024 213 135 224 160
Tomato leaf yellow virus 0.0024 198 44 231 126
Tomato leaf yellow virus 0.0024 378 139 395 156
Tomato leaf yellow virus 0.0024 350 115 387 193
Tomato leaf yellow virus 0.0024 230 107 242 126
Tomato leaf yellow virus 0.0023 222 279 234 302
Tomato leaf yellow virus 0.0023 210 158 249 242
Tomato leaf yellow virus 0.0023 237 340 317 414
Tomato leaf yellow virus 0.0023 70 185 85 206
Tomato leaf yellow virus 0.0023 260 29 294 111
Tomato leaf yellow virus 0.0023 214 241 229 261
Tomato leaf yellow virus 0.0023 80 126 103 140
Tomato leaf yellow virus 0.0023 200 11 224 58
Tomato leaf yellow virus 0.0023 129 85 149 131
Tomato leaf yellow virus 0.0023 0 162 10 214
Tomato leaf yellow virus 0.0023 133 105 147 126
Tomato leaf yellow virus 0.0023 251 410 284 415
Tomato leaf yellow virus 0.0023 310 145 324 165
Tomato leaf yellow virus 0.0023 280 79 291 103
Tomato leaf yellow virus 0.0022 85 175 98 198
Tomato leaf yellow virus 0.0022 233 111 253 151
Tomato leaf yellow virus 0.0022 306 174 328 217
Tomato leaf yellow virus 0.0022 52 170 86 203
Tomato leaf yellow virus 0.0022 212 153 226 171
Tomato leaf yellow virus 0.0022 0 245 6 275
Tomato leaf yellow virus 0.0022 190 133 199 161
Tomato leaf yellow virus 0.0022 0 307 5 341
Tomato leaf yellow virus 0.0022 248 286 267 311
Tomato leaf yellow virus 0.0022 182 135 193 160
Tomato leaf yellow virus 0.0022 280 97 289 118
Tomato leaf yellow virus 0.0022 280 42 302 90
Tomato leaf yellow virus 0.0022 232 270 257 309
Tomato leaf yellow virus 0.0022 101 161 115 183
Tomato leaf yellow virus 0.0022 63 399 85 414
Tomato leaf yellow virus 0.0022 231 144 244 166
Tomato leaf yellow virus 0.0022 244 284 261 303
Tomato leaf yellow virus 0.0022 166 236 199 300
Tomato leaf yellow virus 0.0022 11 245 57 274
Tomato leaf yellow virus 0.0022 381 121 394 140
Tomato leaf yellow virus 0.0022 151 168 164 189
Tomato leaf yellow virus 0.0022 208 149 229 197
Tomato leaf yellow virus 0.0022 146 160 178 201
Tomato leaf yellow virus 0.0022 237 122 250 140
Tomato leaf yellow virus 0.0022 163 321 183 340
Tomato leaf yellow virus 0.0022 126 318 139 343
Tomato leaf yellow virus 0.0022 7 239 32 268
Tomato leaf yellow virus 0.0022 293 340 331 413
Tomato leaf yellow virus 0.0022 233 182 266 254
Tomato leaf yellow virus 0.0021 275 177 293 216
Tomato leaf yellow virus 0.0021 0 283 20 315
Tomato leaf yellow virus 0.0021 182 158 194 183
Tomato leaf yellow virus 0.0021 202 12 226 27
Tomato leaf yellow virus 0.0021 93 135 106 157
Tomato leaf yellow virus 0.0021 198 0 238 26
Tomato leaf yellow virus 0.0021 213 207 226 229
Tomato leaf yellow virus 0.0021 218 43 235 90
Tomato leaf yellow virus 0.0021 102 122 116 141
Tomato leaf yellow virus 0.0021 85 183 97 206
Tomato leaf yellow virus 0.0021 240 131 259 183
Tomato leaf yellow virus 0.0021 233 410 269 416
Tomato leaf yellow virus 0.0021 335 57 386 219
Tomato leaf yellow virus 0.0021 205 103 223 146
Tomato leaf yellow virus 0.0021 237 73 252 93
Tomato leaf yellow virus 0.0021 124 115 156 145
Tomato leaf yellow virus 0.0021 238 33 252 54
Tomato leaf yellow virus 0.0021 221 15 234 37
Tomato leaf yellow virus 0.0021 161 316 184 331
Tomato leaf yellow virus 0.0021 261 193 276 214
Tomato leaf yellow virus 0.0021 141 151 153 175
Tomato leaf yellow virus 0.0021 236 201 250 221
Tomato leaf yellow virus 0.0021 252 152 268 204
Tomato leaf yellow virus 0.0021 279 54 289 78
Tomato leaf yellow virus 0.0020 120 399 146 414
Tomato leaf yellow virus 0.0020 180 5 218 76
Tomato leaf yellow virus 0.0020 184 56 214 147
Tomato leaf yellow virus 0.0020 17 258 39 273
Tomato leaf yellow virus 0.0020 112 379 154 415
Tomato leaf yellow virus 0.0020 115 112 130 134
Tomato leaf yellow virus 0.0020 197 5 264 72
Tomato leaf yellow virus 0.0020 156 174 168 198
Tomato leaf yellow virus 0.0020 50 219 70 234
Tomato leaf yellow virus 0.0020 207 170 229 219
Tomato leaf yellow virus 0.0020 298 98 317 132
Tomato leaf yellow virus 0.0020 160 70 171 96
Tomato leaf yellow virus 0.0020 263 72 275 94
Tomato leaf yellow virus 0.0020 163 198 208 239
Tomato leaf yellow virus 0.0020 271 1 311 39
Tomato leaf yellow virus 0.0020 283 161 303 199
Tomato leaf yellow virus 0.0020 174 101 183 127
Tomato leaf yellow virus 0.0020 356 119 372 141
Tomato leaf yellow virus 0.0020 160 127 170 150
Tomato leaf yellow virus 0.0020 200 203 235 285
Tomato leaf yellow virus 0.0020 386 140 408 154
Tomato leaf yellow virus 0.0019 132 313 148 334
Tomato leaf yellow virus 0.0019 81 402 119 416
Tomato leaf yellow virus 0.0019 230 113 242 133
Tomato leaf yellow virus 0.0019 246 208 259 232
Tomato leaf yellow virus 0.0019 25 154 45 202
Tomato leaf yellow virus 0.0019 68 175 83 197
Tomato leaf yellow virus 0.0019 223 127 233 150
Tomato leaf yellow virus 0.0019 94 160 106 184
Tomato leaf yellow virus 0.0019 330 63 349 120
Tomato leaf yellow virus 0.0019 292 170 309 190
Tomato leaf yellow virus 0.0019 152 85 162 111
Tomato leaf yellow virus 0.0019 298 346 316 364
Tomato leaf yellow virus 0.0019 226 405 279 416
Tomato leaf yellow virus 0.0019 206 3 245 36
Tomato leaf yellow virus 0.0019 117 329 132 349
Tomato leaf yellow virus 0.0019 118 106 185 159
Tomato leaf yellow virus 0.0019 283 48 300 67
Tomato leaf yellow virus 0.0019 30 194 45 211
Tomato leaf yellow virus 0.0019 0 173 5 204
Tomato leaf yellow virus 0.0019 299 117 317 162
Tomato leaf yellow virus 0.0019 380 133 414 158
Tomato leaf yellow virus 0.0018 135 106 169 198
Tomato leaf yellow virus 0.0018 85 200 97 221
Tomato leaf yellow virus 0.0018 148 105 181 142
Tomato leaf yellow virus 0.0018 108 307 166 357
Tomato leaf yellow virus 0.0018 133 130 147 150
Tomato leaf yellow virus 0.0018 114 125 134 168
Tomato leaf yellow virus 0.0018 167 102 177 127
Tomato leaf yellow virus 0.0018 224 0 248 5
Tomato leaf yellow virus 0.0018 208 142 220 168
Tomato leaf yellow virus 0.0018 323 34 339 85
Tomato leaf yellow virus 0.0018 282 188 304 232
Tomato leaf yellow virus 0.0018 20 205 96 261
Tomato leaf yellow virus 0.0018 244 73 259 92
Tomato leaf yellow virus 0.0018 235 259 251 278
Tomato leaf yellow virus 0.0018 140 145 153 165
Tomato leaf yellow virus 0.0018 287 410 313 416
Tomato leaf yellow virus 0.0018 68 152 82 175
Tomato leaf yellow virus 0.0018 37 159 52 180
Tomato leaf yellow virus 0.0018 279 82 314 158
Tomato leaf yellow virus 0.0018 156 167 168 189
Tomato leaf yellow virus 0.0018 286 191 301 213
Tomato leaf yellow virus 0.0018 139 155 192 213
Tomato leaf yellow virus 0.0018 155 337 171 354
Tomato leaf yellow virus 0.0018 283 66 316 100
Tomato leaf yellow virus 0.0018 199 252 233 303
Tomato leaf yellow virus 0.0018 229 97 262 170
Tomato leaf yellow virus 0.0017 81 221 101 265
Tomato leaf yellow virus 0.0017 332 363 363 414
Tomato leaf yellow virus 0.0017 255 184 266 208
Tomato leaf yellow virus 0.0017 238 177 251 197
Tomato leaf yellow virus 0.0017 4 321 17 341
Tomato leaf yellow virus 0.0017 105 366 166 416
Tomato leaf yellow virus 0.0017 181 346 192 367
Tomato leaf yellow virus 0.0017 10 259 30 274
Tomato leaf yellow virus 0.0017 -13 394 23 413
Tomato leaf yellow virus 0.0017 102 151 115 174
Tomato leaf yellow virus 0.0017 110 127 123 149
Tomato leaf yellow virus 0.0017 273 219 292 266
Tomato leaf yellow virus 0.0017 271 147 291 194
Tomato leaf yellow virus 0.0017 243 123 261 137
Tomato leaf yellow virus 0.0017 191 125 200 152
Tomato leaf yellow virus 0.0017 0 255 8 312
Tomato leaf yellow virus 0.0017 112 183 135 221
Tomato leaf yellow virus 0.0017 150 320 163 343
Tomato leaf yellow virus 0.0017 277 0 307 4
Tomato leaf yellow virus 0.0017 150 137 161 158
Tomato leaf yellow virus 0.0017 0 298 44 331
Tomato leaf yellow virus 0.0017 268 165 281 189
Tomato leaf yellow virus 0.0017 285 383 299 406
Tomato leaf yellow virus 0.0017 336 366 348 390
Tomato leaf yellow virus 0.0016 293 190 306 214
Tomato leaf yellow virus 0.0016 284 35 302 54
Tomato leaf yellow virus 0.0016 287 31 326 70
Tomato leaf yellow virus 0.0016 133 145 147 163
Tomato leaf yellow virus 0.0016 269 72 280 96
Tomato leaf yellow virus 0.0016 89 404 142 416
Tomato leaf yellow virus 0.0016 97 225 116 276
Tomato leaf yellow virus 0.0016 131 201 151 238
Tomato leaf yellow virus 0.0016 263 197 285 240
Tomato leaf yellow virus 0.0016 195 72 213 125
Tomato leaf yellow virus 0.0016 21 173 93 221
Tomato leaf yellow virus 0.0016 222 80 233 102
Tomato leaf yellow virus 0.0016 132 389 178 416
Tomato leaf yellow virus 0.0016 5 174 27 206
Tomato leaf yellow virus 0.0016 316 134 329 158
Tomato leaf yellow virus 0.0016 321 116 339 161
Tomato leaf yellow virus 0.0016 297 125 334 211
Tomato leaf yellow virus 0.0015 78 169 91 190
Tomato leaf yellow virus 0.0015 253 208 266 230
Tomato leaf yellow virus 0.0015 22 141 49 176
Tomato leaf yellow virus 0.0015 138 26 194 180
Tomato leaf yellow virus 0.0015 111 352 131 393
Tomato leaf yellow virus 0.0015 245 39 258 62
Tomato leaf yellow virus 0.0015 333 355 352 389
Tomato leaf yellow virus 0.0015 155 184 188 222
Tomato leaf yellow virus 0.0015 128 165 149 209
Tomato leaf yellow virus 0.0015 4 327 18 349
Tomato leaf yellow virus 0.0015 201 58 218 107
Tomato leaf yellow virus 0.0015 229 8 243 31
Tomato leaf yellow virus 0.0015 300 157 315 174
Tomato leaf yellow virus 0.0015 310 81 320 104
Tomato leaf yellow virus 0.0015 89 392 141 416
Tomato leaf yellow virus 0.0015 276 83 292 131
Tomato leaf yellow virus 0.0015 220 194 235 213
Tomato leaf yellow virus 0.0015 126 96 137 119
Tomato leaf yellow virus 0.0015 265 0 303 25
Tomato leaf yellow virus 0.0015 42 155 101 280
Tomato leaf yellow virus 0.0015 217 319 256 397
Tomato leaf yellow virus 0.0015 144 228 163 272
Tomato leaf yellow virus 0.0015 329 366 400 416
Tomato leaf yellow virus 0.0015 206 87 217 111
Tomato leaf yellow virus 0.0015 305 396 323 414
Tomato leaf yellow virus 0.0015 81 315 103 365
Tomato leaf yellow virus 0.0015 313 145 333 183
Tomato leaf yellow virus 0.0015 125 129 138 149
Tomato leaf yellow virus 0.0015 86 144 98 165
Tomato leaf yellow virus 0.0015 123 153 140 171
Tomato leaf yellow virus 0.0015 151 328 164 350
Tomato leaf yellow virus 0.0015 262 201 276 221
Tomato leaf yellow virus 0.0015 274 1 292 19
Tomato leaf yellow virus 0.0015 278 120 289 143
Tomato leaf yellow virus 0.0015 206 104 235 131
Tomato leaf yellow virus 0.0015 309 167 322 189
Tomato leaf yellow virus 0.0015 49 195 69 228
Tomato leaf yellow virus 0.0015 85 307 150 419
Tomato leaf yellow virus 0.0015 214 81 225 103
Tomato leaf yellow virus 0.0015 176 191 197 233
Tomato leaf yellow virus 0.0015 167 152 177 174
Tomato leaf yellow virus 0.0014 318 89 330 109
Tomato leaf yellow virus 0.0014 98 115 119 148
Tomato leaf yellow virus 0.0014 189 159 199 182
Tomato leaf yellow virus 0.0014 185 261 205 303
Tomato leaf yellow virus 0.0014 277 115 308 149
Tomato leaf yellow virus 0.0014 2 291 20 309
Tomato leaf yellow virus 0.0014 323 59 340 108
Tomato leaf yellow virus 0.0014 249 260 267 307
Tomato leaf yellow virus 0.0014 270 0 297 4
Tomato leaf yellow virus 0.0014 235 216 252 269
Tomato leaf yellow virus 0.0014 208 117 218 143
Tomato leaf yellow virus 0.0014 132 256 144 281
Tomato leaf yellow virus 0.0014 54 212 79 241
Tomato leaf yellow virus 0.0014 222 39 234 63
Tomato leaf yellow virus 0.0014 214 125 224 151
Tomato leaf yellow virus 0.0014 202 154 258 204
Tomato leaf yellow virus 0.0014 135 315 157 359
Tomato leaf yellow virus 0.0014 253 214 265 238
Tomato leaf yellow virus 0.0014 209 236 230 281
Tomato leaf yellow virus 0.0014 279 184 290 208
Tomato leaf yellow virus 0.0014 101 128 114 149
Tomato leaf yellow virus 0.0014 150 153 163 174
Tomato leaf yellow virus 0.0014 343 96 355 118
Tomato leaf yellow virus 0.0014 243 329 260 348
Tomato leaf yellow virus 0.0014 109 190 120 215
Tomato leaf yellow virus 0.0014 77 152 90 174
Tomato leaf yellow virus 0.0014 355 99 389 164
Tomato leaf yellow virus 0.0014 44 194 60 211
Tomato leaf yellow virus 0.0014 175 159 186 182
Tomato leaf yellow virus 0.0014 236 210 269 248
Tomato leaf yellow virus 0.0014 206 55 217 79
Tomato leaf yellow virus 0.0013 228 201 244 220
Tomato leaf yellow virus 0.0013 99 349 119 397
Tomato leaf yellow virus 0.0013 207 134 218 160
Tomato leaf yellow virus 0.0013 252 222 265 246
Tomato leaf yellow virus 0.0013 269 40 281 63
Tomato leaf yellow virus 0.0013 205 143 222 181
Tomato leaf yellow virus 0.0013 56 368 123 419
Tomato leaf yellow virus 0.0013 222 257 235 278
Tomato leaf yellow virus 0.0013 206 125 216 151
Tomato leaf yellow virus 0.0013 256 392 297 415
Tomato leaf yellow virus 0.0013 0 266 4 300
Tomato leaf yellow virus 0.0013 82 193 100 227
Tomato leaf yellow virus 0.0013 45 167 57 190
Tomato leaf yellow virus 0.0013 314 52 334 95
Tomato leaf yellow virus 0.0013 235 328 253 347
Tomato leaf yellow virus 0.0013 -1 259 21 306
Tomato leaf yellow virus 0.0013 246 202 259 222
Tomato leaf yellow virus 0.0013 133 160 147 181
Tomato leaf yellow virus 0.0013 147 233 161 254
Tomato leaf yellow virus 0.0013 155 266 192 301
Tomato leaf yellow virus 0.0013 255 88 267 113
Tomato leaf yellow virus 0.0013 5 274 46 308
Tomato leaf yellow virus 0.0013 231 319 270 348
Tomato leaf yellow virus 0.0013 104 150 123 192
Tomato leaf yellow virus 0.0013 265 398 286 413
Tomato leaf yellow virus 0.0013 214 233 228 255
Tomato leaf yellow virus 0.0013 308 156 324 174
Tomato leaf yellow virus 0.0013 164 311 191 341
Tomato leaf yellow virus 0.0013 193 93 211 136
Tomato leaf yellow virus 0.0012 11 211 30 255
Tomato leaf yellow virus 0.0012 238 241 249 263
Tomato leaf yellow virus 0.0012 78 161 90 182
Tomato leaf yellow virus 0.0012 303 409 327 416
Tomato leaf yellow virus 0.0012 150 160 163 182
Tomato leaf yellow virus 0.0012 154 253 213 304
Tomato leaf yellow virus 0.0012 23 297 47 329
Tomato leaf yellow virus 0.0012 249 0 318 52
Tomato leaf yellow virus 0.0012 73 152 94 191
Tomato leaf yellow virus 0.0012 48 309 72 350
Tomato leaf yellow virus 0.0012 102 136 114 159
Tomato leaf yellow virus 0.0012 397 114 412 133
Tomato leaf yellow virus 0.0012 90 125 108 141
Tomato leaf yellow virus 0.0012 317 113 329 135
Tomato leaf yellow virus 0.0012 349 121 364 142
Tomato leaf yellow virus 0.0012 189 86 204 130
Tomato leaf yellow virus 0.0012 145 313 185 338
Tomato leaf yellow virus 0.0012 220 9 235 29
Tomato leaf yellow virus 0.0012 186 182 204 226
Tomato leaf yellow virus 0.0012 178 338 194 375
Tomato leaf yellow virus 0.0012 130 70 151 111
Tomato leaf yellow virus 0.0012 183 175 225 213
Tomato leaf yellow virus 0.0012 173 81 187 101
Tomato leaf yellow virus 0.0012 338 369 356 387
Tomato leaf yellow virus 0.0012 265 215 286 257
Tomato leaf yellow virus 0.0012 94 183 106 205
Tomato leaf yellow virus 0.0012 391 -1 418 4
Tomato leaf yellow virus 0.0012 198 71 211 93
Tomato leaf yellow virus 0.0012 137 86 156 130
Tomato leaf yellow virus 0.0012 300 184 313 205
Tomato leaf yellow virus 0.0012 150 330 192 360
Tomato leaf yellow virus 0.0012 308 76 339 165
Tomato leaf yellow virus 0.0012 214 98 226 119
Tomato leaf yellow virus 0.0012 116 147 132 166
Tomato leaf yellow virus 0.0012 206 184 219 204
Tomato leaf yellow virus 0.0011 365 129 378 150
Tomato leaf yellow virus 0.0011 222 223 233 246
Tomato leaf yellow virus 0.0011 221 89 233 110
Tomato leaf yellow virus 0.0011 326 390 384 415
Tomato leaf yellow virus 0.0011 39 185 63 218
Tomato leaf yellow virus 0.0011 303 375 325 416
Tomato leaf yellow virus 0.0011 44 187 59 206
Tomato leaf yellow virus 0.0011 165 70 176 97
Tomato leaf yellow virus 0.0011 57 197 79 228
Tomato leaf yellow virus 0.0011 174 175 185 199
Tomato leaf yellow virus 0.0011 30 159 44 180
Tomato leaf yellow virus 0.0011 147 69 181 112
Tomato leaf yellow virus 0.0011 268 345 287 364
Tomato leaf yellow virus 0.0011 318 105 330 125
Tomato leaf yellow virus 0.0011 266 27 304 62
Tomato leaf yellow virus 0.0011 3 192 21 213
Tomato leaf yellow virus 0.0011 118 170 132 190
Tomato leaf yellow virus 0.0011 290 64 328 141
Tomato leaf yellow virus 0.0011 242 323 260 341
Tomato leaf yellow virus 0.0011 223 237 246 282
Tomato leaf yellow virus 0.0011 233 116 270 143
Tomato leaf yellow virus 0.0011 211 48 247 124
Tomato leaf yellow virus 0.0011 211 60 229 106
Tomato leaf yellow virus 0.0011 76 166 109 194
Tomato leaf yellow virus 0.0011 26 293 44 311
Tomato leaf yellow virus 0.0011 349 86 361 111
Tomato leaf yellow virus 0.0011 253 404 299 416
Tomato leaf yellow virus 0.0011 197 97 210 118
Tomato leaf yellow virus 0.0011 227 1 244 21
Tomato leaf yellow virus 0.0011 78 176 90 199
Tomato leaf yellow virus 0.0011 278 191 289 214
Tomato leaf yellow virus 0.0011 408 72 416 143
Tomato leaf yellow virus 0.0011 278 41 293 62
Tomato leaf yellow virus 0.0011 142 232 157 254
Tomato leaf yellow virus 0.0011 253 76 284 110
Tomato leaf yellow virus 0.0011 361 121 381 158
Tomato leaf yellow virus 0.0011 139 319 154 342
Tomato leaf yellow virus 0.0011 205 242 220 261
Tomato leaf yellow virus 0.0011 261 208 275 229
Tomato leaf yellow virus 0.0010 298 194 334 227
Tomato leaf yellow virus 0.0010 215 -1 255 26
Tomato leaf yellow virus 0.0010 236 145 250 166
Tomato leaf yellow virus 0.0010 150 146 163 166
Tomato leaf yellow virus 0.0010 292 48 307 67
Tomato leaf yellow virus 0.0010 141 173 158 216
Tomato leaf yellow virus 0.0010 25 305 45 321
Tomato leaf yellow virus 0.0010 171 329 189 348
Tomato leaf yellow virus 0.0010 351 113 365 132
Tomato leaf yellow virus 0.0010 229 280 241 302
Tomato leaf yellow virus 0.0010 -2 239 77 284
Tomato leaf yellow virus 0.0010 111 61 131 102
Tomato leaf yellow virus 0.0010 214 57 226 78
Tomato leaf yellow virus 0.0010 266 22 285 65
Tomato leaf yellow virus 0.0010 239 39 251 62
Tomato leaf yellow virus 0.0010 255 398 278 413
Tomato leaf yellow virus 0.0010 372 101 388 118
